,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
7088,1530,BUSINESS,2.4,16,5.2,500,1,0,1,Business,4-May-16,1.0.1,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,1539,BUSINESS,3.2,54,7.7,1000,1,0,1,Business,29-Feb-16,8.4.1,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,1531,BUSINESS,3.1,104,5.3,10000,1,0,1,Business,14-May-15,2,2.2 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,1528,TOOLS,3.8,39,375,10000,1,0,4,Tools,17-Oct-14,2.2.1,1.6 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7093,1538,LIFESTYLE,4.8,74,2.9,5000,1,0,4,Lifestyle,30-Sep-15,1.6,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,1540,PRODUCTIVITY,3.7,7,18,1000,1,0,4,Productivity,10-Jun-18,7.17.2.0,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7095,1532,TOOLS,4.2,5463,6.0,1000000,1,0,1,Tools,25-Aug-17,4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7096,6439,SHOPPING,3.7,2094,34,100000,1,0,1,Shopping,2-Jul-18,4.8.18.12,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7097,1843,PRODUCTIVITY,3.0,5,7.0,100,0,4.99 ,1,Productivity,11-Feb-14,1.3,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7098,1533,BOOKS_AND_REFERENCE,3.9,56,38,5000,1,0,1,Books & Reference,24-Mar-18,1.17,4.4 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7099,1842,TRAVEL_AND_LOCAL,4.0,305,5.4,10000,1,0,1,Travel & Local,20-Jun-18,6.3.4,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7100,1537,LIFESTYLE,5.0,12,1.2,100,0,0.99 ,4,Lifestyle,25-Mar-14,1,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,1565,COMMUNICATION,4.0,17998,7.9,1000000,1,0,4,Communication,27-Mar-18,2.6.3,4.0 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,7277,MAPS_AND_NAVIGATION,2.7,89,2.3,10000,1,0,3,Maps & Navigation,31-Jul-18,1.0.10.5,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,1556,TOOLS,3.1,364,2.3,100000,1,0,1,Tools,2-Mar-18,2,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7105,1562,COMMUNICATION,4.1,901,323,100000,1,0,4,Communication,26-Apr-17,1.0.5,4.0 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7106,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,1555,TOOLS,4.0,5,1.4,100,0,0.99 ,1,Tools,24-Dec-15,1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7108,7515,COMMUNICATION,3.8,21785,2.5,1000000,1,0,1,Communication,13-Aug-15,1.41,2.3 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7109,1563,FAMILY,3.8,5,12,1000,1,0,1,Education,30-May-17,1.2,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7110,7499,BUSINESS,4.3,6,15,1000,1,0,1,Business,24-May-17,1.0.1,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7111,3760,TOOLS,3.5,382,3.1,100000,1,0,1,Tools,4-Feb-18,1.9,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7112,1570,FINANCE,4.5,96,12,10000,1,0,1,Finance,22-Jun-18,4.17.38,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,1571,TOOLS,3.9,127,1.5,50000,1,0,1,Tools,1-Apr-17,1,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7115,1552,FINANCE,4.5,1308,3.7,100000,1,0,1,Finance,8-Jun-15,13,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7118,1568,LIFESTYLE,3.3,3,7.4,500,1,0,1,Lifestyle,15-Sep-15,1.2,3.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,1551,PERSONALIZATION,4.1,4538,3.3,1000000,1,0,1,Personalization,24-Mar-18,3.1.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7122,1554,HEALTH_AND_FITNESS,5.0,1,7.8,10,1,0,1,Health & Fitness,9-Jul-18,4.2.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124,1975,COMMUNICATION,3.7,916,12,100000,1,0,3,Communication,13-Jul-18,2.2.6,4.1 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7125,2057,FINANCE,4.8,6,11,1000,1,0,1,Finance,2-Aug-18,4.19.62,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,1559,FINANCE,1.5,57,25,1000,1,0,1,Finance,26-Feb-18,4.3.6,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,1569,PHOTOGRAPHY,5.0,13,2.6,100,1,0,1,Photography,12-Sep-17,0.0.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7128,1557,PHOTOGRAPHY,4.6,26,7.2,500,1,0,1,Photography,29-Jul-18,2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7131,1506,HEALTH_AND_FITNESS,5.0,5,14,100,1,0,1,Health & Fitness,2-Jul-18,1.0.1,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,1567,FINANCE,4.7,11,2.2,1000,1,0,1,Finance,11-Apr-18,1.6.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7134,3670,PERSONALIZATION,4.7,26,5.6,1000,1,0,1,Personalization,3-Mar-17,1.0.3,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7136,1561,FAMILY,5.0,7,20,50,1,0,1,Education,10-Sep-16,1.2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7137,1564,FINANCE,4.5,198,11,10000,1,0,1,Finance,9-Jul-18,1.8.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7139,1566,FAMILY,5.0,1,5.6,10,1,0,1,Entertainment,27-Jun-18,1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7142,1964,COMMUNICATION,5.0,5,3.7,50,1,0,1,Communication,2-Apr-18,1,4.0 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,1553,PHOTOGRAPHY,4.2,17,3.4,5000,1,0,1,Photography,20-Jul-18,1.0.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7144,1560,FINANCE,1.0,3,8.4,500,1,0,1,Finance,22-Feb-16,4.4.1255,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7145,623,TOOLS,4.5,14,2.9,500,0,0.99 ,1,Tools,26-Oct-17,2.2,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7146,622,TOOLS,4.2,522,2.9,50000,1,0,1,Tools,26-Oct-17,2.2 Free,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7147,1558,SOCIAL,5.0,5,1.8,5,1,0,1,Social,4-Aug-18,1.2.4,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7148,3759,TOOLS,4.2,11,3.1,500,0,0.99 ,1,Tools,4-Feb-18,1.9,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7149,2224,GAME,4.4,201426,80,5000000,1,0,4,Action,2-Aug-18,1.0.6,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,1581,PRODUCTIVITY,3.9,44,3.3,10000,1,0,1,Productivity,18-Feb-17,5.7.2,2.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7151,6669,GAME,4.6,26138,15,1000000,1,0,1,Action,14-Feb-18,1.0.2,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7152,296,GAME,3.8,51523,36,500000,1,0,4,Adventure,2-Aug-18,1.0.90,7.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,2361,LIFESTYLE,4.0,209,3.1,50000,1,0,1,Lifestyle,24-Jan-17,3,3.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,1411,BOOKS_AND_REFERENCE,3.4,37,3.4,10000,1,0,1,Books & Reference,31-May-18,1.5,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,1579,FAMILY,5.0,10,5.8,500,1,0,1,Entertainment,23-Jul-17,0.0.4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7165,5327,LIFESTYLE,4.6,6477,20,10000,0,7.99 ,1,Lifestyle,16-Jul-18,2.26 Build 17,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7170,7814,FAMILY,5.0,8,3.8,500,1,0,1,Entertainment,12-Jan-18,2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,2666,TOOLS,3.0,262,37,10000,1,0,1,Tools,20-Sep-16,1.0.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7177,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,5447,VIDEO_PLAYERS,4.2,1008,1.7,100000,1,0,1,Video Players & Editors,26-Jun-15,1.0.9,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7179,1580,MAPS_AND_NAVIGATION,4.3,12,2.6,100,1,0,1,Maps & Navigation,4-Aug-18,4,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,2360,LIFESTYLE,4.4,5,4.6,1000,1,0,1,Lifestyle,14-Jan-17,1,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,8169,TOOLS,3.2,27,2.7,5000,1,0,1,Tools,22-Jan-18,1.2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7191,5274,LIFESTYLE,3.5,155,12,10000,1,0,1,Lifestyle,13-Oct-17,3.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,1588,TOOLS,4.4,79,3.7,10000,1,0,1,Tools,15-Feb-18,1.283.0037,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7193,1586,MAPS_AND_NAVIGATION,4.5,62,1.6,1000,0,0.99 ,1,Maps & Navigation,30-Jun-18,1.3,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,1585,FAMILY,3.7,190,12,10000,1,0,1,Education,22-Mar-17,2.2.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7195,1587,TOOLS,5.0,3,29,100,1,0,1,Tools,28-May-18,2.2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7196,5680,GAME,4.5,1692,36,10000,0,4.99 ,1,Arcade,23-Apr-18,1.1.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,1589,FAMILY,4.5,12,4.0,1000,1,0,1,Education,25-May-18,3.0.18,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7198,7131,FAMILY,4.1,1143,15,10000,0,2.99 ,2,Casual,21-May-13,1,2.0.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,5557,MEDICAL,3.4,16,7.8,5000,1,0,1,Medical,20-Mar-18,1.3.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7201,5986,FAMILY,4.1,188,4.6,10000,1,0,1,Education,6-Jul-18,1.3,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204,6927,FAMILY,5.0,1,27,100,0,4.99 ,1,Education,28-Mar-18,1.5.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,7380,SPORTS,4.2,28,7.3,1000,1,0,1,Sports,17-Jun-18,1.52,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7206,6511,FAMILY,4.1,3433,23,50000,1,0,2,Casual,14-Mar-16,1.1.0,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7207,1201,FAMILY,4.1,2683,20,50000,1,0,2,Casual,23-Jan-14,1,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7209,7532,BUSINESS,4.2,45,24,1000,1,0,1,Business,16-Mar-18,1.15.5,4.0.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,4038,GAME,4.3,4923,20,100000,1,0,2,Adventure,26-Aug-15,1.0.0,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7212,4905,FAMILY,5.0,22,3.6,1000,1,0,1,Education,7-Nov-17,2,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,5875,FAMILY,4.4,7,6.3,500,1,0,1,Education,24-Jun-16,1.4,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,2611,FAMILY,4.3,363,14,1000,0,2.99 ,2,Casual,19-Aug-13,1.0.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,5079,BUSINESS,4.5,2,25,100,1,0,1,Business,13-Feb-17,1,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7218,4946,FAMILY,4.8,65,55,5000,1,0,1,Education,19-Nov-17,1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7219,1578,TOOLS,4.4,885187,22,50000000,1,0,1,Tools,19-Jul-18,4.7.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7223,7023,TOOLS,4.4,113951,551,10000000,1,0,1,Tools,15-Apr-15,1.0.70,1.6 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7229,5965,PARENTING,4.7,658087,62,10000000,1,0,1,Parenting,24-May-18,3.15.1,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7235,2240,GAME,4.3,144040,29,5000000,1,0,4,Action,25-Jul-18,1.0.9.10,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7236,1603,TOOLS,4.4,4901,1.9,100000,1,0,1,Tools,9-Feb-17,3.7,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7237,1602,TOOLS,4.6,159,29,1000,0,1.49 ,1,Tools,23-Jun-11,1.1,1.6 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7238,1598,LIFESTYLE,2.8,88,43,10000,1,0,1,Lifestyle,30-Jun-18,1.8.1,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7239,1597,FAMILY,5.0,4,8.3,100,1,0,1,Education,27-Jun-18,3.8.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7240,1994,TRAVEL_AND_LOCAL,4.4,47777,19,5000000,1,0,1,Travel & Local,31-Jul-18,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7241,1601,TOOLS,4.4,2132,103,100000,1,0,1,Tools,3-Jul-13,1.3,2.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7242,1591,LIFESTYLE,2.0,11,6.2,1000,1,0,1,Lifestyle,12-Jun-18,2.4.78-s,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,7395,LIFESTYLE,5.0,5,8.3,100,1,0,1,Lifestyle,12-Apr-16,1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,5482,PERSONALIZATION,4.4,175,5.5,1000,0,0.99 ,1,Personalization,11-Jan-14,1.042,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7245,5664,LIFESTYLE,5.0,7,11,100,1,0,1,Lifestyle,20-Mar-17,1.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7247,1593,COMMUNICATION,3.4,5,2.4,100,1,0,4,Communication,27-Apr-16,1.4,2.3 and up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,1596,FINANCE,4.4,11,4.6,500,1,0,1,Finance,2-Feb-18,1.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7250,8047,TOOLS,3.4,5,21,500,1,0,1,Tools,26-Dec-16,1,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7253,1592,LIFESTYLE,3.3,25,4.7,1000,1,0,1,Lifestyle,10-Mar-15,1.0.2,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,1594,LIFESTYLE,1.5,2,3.0,100,1,0,1,Lifestyle,7-Jun-18,3.9.9.2,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7258,1590,FINANCE,5.0,2,2.0,100,1,0,1,Finance,30-Mar-16,1.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7260,1600,TOOLS,4.3,123,2.9,10000,1,0,1,Tools,9-Feb-16,1.0.6,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7261,1595,MEDICAL,4.3,16,40,1000,1,0,1,Medical,31-May-18,5.0.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7266,7148,HEALTH_AND_FITNESS,2.2,6,8.0,100,1,0,1,Health & Fitness,5-Jan-18,1.0.1,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7267,6692,GAME,4.6,1432809,29,10000000,1,0,3,Action,29-Jul-18,3.3,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7270,1599,HEALTH_AND_FITNESS,5.0,4,14,100,1,0,1,Health & Fitness,9-Jul-18,4.2.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7273,2277,HEALTH_AND_FITNESS,4.7,6,9.7,100,1,0,4,Health & Fitness,24-Apr-18,1.0.7,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
